Year,ID,Block,plotID,Line,MonoPoly,Density,hole,LeafLen
2021,1,1,1,Bg-2,Mono,Low,62,22
2021,2,1,1,Bg-2,Mono,Low,66,23
2021,3,1,1,Bg-2,Mono,Low,67,22
2021,4,1,1,Bg-2,Mono,Low,38,23
2021,5,1,1,Bg-2,Mono,Low,62,31
2021,6,1,1,Bg-2,Mono,Low,45,25
2021,7,1,1,Bg-2,Mono,Low,57,26
2021,8,1,1,Bg-2,Mono,Low,85,30
2021,9,1,1,Bg-2,Mono,Low,72,35
2021,10,1,1,Bg-2,Mono,Low,80,30
2021,11,1,1,Bg-2,Mono,Low,60,30
2021,12,1,1,Bg-2,Mono,Low,60,34
2021,13,1,1,Bg-2,Mono,Low,84,35
2021,14,1,1,Bg-2,Mono,Low,103,29
2021,15,1,1,Bg-2,Mono,Low,97,34
2021,16,1,1,Bg-2,Mono,Low,84,26
2021,17,1,2,Uod-1,Poly,Low,64,31
2021,18,1,2,Bg-2,Poly,Low,29,26
2021,19,1,2,Uod-1,Poly,Low,44,30
2021,20,1,2,Bg-2,Poly,Low,34,24
2021,21,1,2,Bg-2,Poly,Low,42,20
2021,22,1,2,Uod-1,Poly,Low,25,31
2021,23,1,2,Bg-2,Poly,Low,22,30
2021,24,1,2,Uod-1,Poly,Low,21,31
2021,25,1,2,Uod-1,Poly,Low,53,30
2021,26,1,2,Bg-2,Poly,Low,14,27
2021,27,1,2,Uod-1,Poly,Low,32,31
2021,28,1,2,Bg-2,Poly,Low,43,28
2021,29,1,2,Bg-2,Poly,Low,38,26
2021,30,1,2,Uod-1,Poly,Low,57,30
2021,31,1,2,Bg-2,Poly,Low,21,30
2021,32,1,2,Uod-1,Poly,Low,43,35
2021,33,1,3,Uod-1,Mono,Low,54,24
2021,34,1,3,Uod-1,Mono,Low,57,36
2021,35,1,3,Uod-1,Mono,Low,32,31
2021,36,1,3,Uod-1,Mono,Low,50,31
2021,37,1,3,Uod-1,Mono,Low,32,30
2021,38,1,3,Uod-1,Mono,Low,38,40
2021,39,1,3,Uod-1,Mono,Low,38,29
2021,40,1,3,Uod-1,Mono,Low,59,35
2021,41,1,3,Uod-1,Mono,Low,61,39
2021,42,1,3,Uod-1,Mono,Low,40,32
2021,43,1,3,Uod-1,Mono,Low,40,38
2021,44,1,3,Uod-1,Mono,Low,51,29
2021,45,1,3,Uod-1,Mono,Low,43,32
2021,46,1,3,Uod-1,Mono,Low,52,30
2021,47,1,3,Uod-1,Mono,Low,52,31
2021,48,1,3,Uod-1,Mono,Low,43,30
2021,49,1,4,Vastervik,Mono,Low,27,26
2021,50,1,4,Vastervik,Mono,Low,40,30
2021,51,1,4,Vastervik,Mono,Low,21,25
2021,52,1,4,Vastervik,Mono,Low,39,26
2021,53,1,4,Vastervik,Mono,Low,25,28
2021,54,1,4,Vastervik,Mono,Low,8,24
2021,55,1,4,Vastervik,Mono,Low,12,25
2021,56,1,4,Vastervik,Mono,Low,19,30
2021,57,1,4,Vastervik,Mono,Low,15,29
2021,58,1,4,Vastervik,Mono,Low,17,25
2021,59,1,4,Vastervik,Mono,Low,19,24
2021,60,1,4,Vastervik,Mono,Low,21,25
2021,61,1,4,Vastervik,Mono,Low,14,24
2021,62,1,4,Vastervik,Mono,Low,26,22
2021,63,1,4,Vastervik,Mono,Low,21,27
2021,64,1,4,Vastervik,Mono,Low,46,26
2021,65,1,5,Jm-0,Poly,Low,38,29
2021,66,1,5,Vastervik,Poly,Low,19,25
2021,67,1,5,Jm-0,Poly,Low,17,27
2021,68,1,5,Vastervik,Poly,Low,27,25
2021,69,1,5,Vastervik,Poly,Low,23,24
2021,70,1,5,Jm-0,Poly,Low,23,35
2021,71,1,5,Vastervik,Poly,Low,7,30
2021,72,1,5,Jm-0,Poly,Low,16,31
2021,73,1,5,Jm-0,Poly,Low,33,30
2021,74,1,5,Vastervik,Poly,Low,12,30
2021,75,1,5,Jm-0,Poly,Low,8,29
2021,76,1,5,Vastervik,Poly,Low,7,31
2021,77,1,5,Vastervik,Poly,Low,20,30
2021,78,1,5,Jm-0,Poly,Low,31,33
2021,79,1,5,Vastervik,Poly,Low,13,30
2021,80,1,5,Jm-0,Poly,Low,19,34
2021,81,1,6,Jm-0,Mono,Low,43,25
2021,82,1,6,Jm-0,Mono,Low,36,27
2021,83,1,6,Jm-0,Mono,Low,37,29
2021,84,1,6,Jm-0,Mono,Low,35,26
2021,85,1,6,Jm-0,Mono,Low,31,28
2021,86,1,6,Jm-0,Mono,Low,28,26
2021,87,1,6,Jm-0,Mono,Low,30,35
2021,88,1,6,Jm-0,Mono,Low,30,30
2021,89,1,6,Jm-0,Mono,Low,33,28
2021,90,1,6,Jm-0,Mono,Low,19,24
2021,91,1,6,Jm-0,Mono,Low,22,22
2021,92,1,6,Jm-0,Mono,Low,18,24
2021,93,1,6,Jm-0,Mono,Low,40,38
2021,94,1,6,Jm-0,Mono,Low,24,27
2021,95,1,6,Jm-0,Mono,Low,32,27
2021,96,1,6,Jm-0,Mono,Low,36,24
2021,97,1,7,Bla-1,Mono,Low,31,40
2021,98,1,7,Bla-1,Mono,Low,24,30
2021,99,1,7,Bla-1,Mono,Low,17,36
2021,100,1,7,Bla-1,Mono,Low,47,28
2021,101,1,7,Bla-1,Mono,Low,29,35
2021,102,1,7,Bla-1,Mono,Low,24,32
2021,103,1,7,Bla-1,Mono,Low,33,31
2021,104,1,7,Bla-1,Mono,Low,24,31
2021,105,1,7,Bla-1,Mono,Low,30,33
2021,106,1,7,Bla-1,Mono,Low,17,32
2021,107,1,7,Bla-1,Mono,Low,19,37
2021,108,1,7,Bla-1,Mono,Low,19,32
2021,109,1,7,Bla-1,Mono,Low,47,42
2021,110,1,7,Bla-1,Mono,Low,31,35
2021,111,1,7,Bla-1,Mono,Low,30,33
2021,112,1,7,Bla-1,Mono,Low,23,34
2021,113,1,8,Bro1-6,Poly,Low,15,33
2021,114,1,8,Bla-1,Poly,Low,23,35
2021,115,1,8,Bro1-6,Poly,Low,28,34
2021,116,1,8,Bla-1,Poly,Low,31,26
2021,117,1,8,Bla-1,Poly,Low,26,39
2021,118,1,8,Bro1-6,Poly,Low,21,38
2021,119,1,8,Bla-1,Poly,Low,19,33
2021,120,1,8,Bro1-6,Poly,Low,26,34
2021,121,1,8,Bro1-6,Poly,Low,20,35
2021,122,1,8,Bla-1,Poly,Low,18,32
2021,123,1,8,Bro1-6,Poly,Low,29,33
2021,124,1,8,Bla-1,Poly,Low,31,30
2021,125,1,8,Bla-1,Poly,Low,28,40
2021,126,1,8,Bro1-6,Poly,Low,21,28
2021,127,1,8,Bla-1,Poly,Low,35,38
2021,128,1,8,Bro1-6,Poly,Low,30,32
2021,129,1,9,Bro1-6,Mono,Low,21,33
2021,130,1,9,Bro1-6,Mono,Low,25,36
2021,131,1,9,Bro1-6,Mono,Low,18,30
2021,132,1,9,Bro1-6,Mono,Low,25,31
2021,133,1,9,Bro1-6,Mono,Low,26,34
2021,134,1,9,Bro1-6,Mono,Low,28,31
2021,135,1,9,Bro1-6,Mono,Low,31,30
2021,136,1,9,Bro1-6,Mono,Low,18,32
2021,137,1,9,Bro1-6,Mono,Low,22,34
2021,138,1,9,Bro1-6,Mono,Low,22,33
2021,139,1,9,Bro1-6,Mono,Low,28,36
2021,140,1,9,Bro1-6,Mono,Low,36,32
2021,141,1,9,Bro1-6,Mono,Low,40,38
2021,142,1,9,Bro1-6,Mono,Low,38,37
2021,143,1,9,Bro1-6,Mono,Low,33,34
2021,144,1,9,Bro1-6,Mono,Low,42,36
2021,145,2,10,Bg-2,Mono,Low,48,28
2021,146,2,10,Bg-2,Mono,Low,26,30
2021,147,2,10,Bg-2,Mono,Low,35,33
2021,148,2,10,Bg-2,Mono,Low,70,32
2021,149,2,10,Bg-2,Mono,Low,45,28
2021,150,2,10,Bg-2,Mono,Low,23,26
2021,151,2,10,Bg-2,Mono,Low,38,29
2021,152,2,10,Bg-2,Mono,Low,51,26
2021,153,2,10,Bg-2,Mono,Low,40,31
2021,154,2,10,Bg-2,Mono,Low,46,29
2021,155,2,10,Bg-2,Mono,Low,35,27
2021,156,2,10,Bg-2,Mono,Low,38,30
2021,157,2,10,Bg-2,Mono,Low,52,31
2021,158,2,10,Bg-2,Mono,Low,32,28
2021,159,2,10,Bg-2,Mono,Low,81,31
2021,160,2,10,Bg-2,Mono,Low,54,30
2021,161,2,11,Uod-1,Poly,Low,54,30
2021,162,2,11,Bg-2,Poly,Low,33,29
2021,163,2,11,Uod-1,Poly,Low,22,32
2021,164,2,11,Bg-2,Poly,Low,28,25
2021,165,2,11,Bg-2,Poly,Low,36,31
2021,166,2,11,Uod-1,Poly,Low,32,29
2021,167,2,11,Bg-2,Poly,Low,23,30
2021,168,2,11,Uod-1,Poly,Low,40,39
2021,169,2,11,Uod-1,Poly,Low,40,30
2021,170,2,11,Bg-2,Poly,Low,27,28
2021,171,2,11,Uod-1,Poly,Low,28,25
2021,172,2,11,Bg-2,Poly,Low,40,31
2021,173,2,11,Bg-2,Poly,Low,57,32
2021,174,2,11,Uod-1,Poly,Low,59,40
2021,175,2,11,Bg-2,Poly,Low,41,27
2021,176,2,11,Uod-1,Poly,Low,32,30
2021,177,2,12,Uod-1,Mono,Low,35,35
2021,178,2,12,Uod-1,Mono,Low,47,32
2021,179,2,12,Uod-1,Mono,Low,25,31
2021,180,2,12,Uod-1,Mono,Low,44,36
2021,181,2,12,Uod-1,Mono,Low,72,35
2021,182,2,12,Uod-1,Mono,Low,33,31
2021,183,2,12,Uod-1,Mono,Low,26,35
2021,184,2,12,Uod-1,Mono,Low,38,38
2021,185,2,12,Uod-1,Mono,Low,43,34
2021,186,2,12,Uod-1,Mono,Low,45,30
2021,187,2,12,Uod-1,Mono,Low,37,33
2021,188,2,12,Uod-1,Mono,Low,49,32
2021,189,2,12,Uod-1,Mono,Low,31,30
2021,190,2,12,Uod-1,Mono,Low,45,32
2021,191,2,12,Uod-1,Mono,Low,48,35
2021,192,2,12,Uod-1,Mono,Low,45,36
2021,193,2,13,Vastervik,Mono,Low,31,25
2021,194,2,13,Vastervik,Mono,Low,35,30
2021,195,2,13,Vastervik,Mono,Low,38,28
2021,196,2,13,Vastervik,Mono,Low,28,27
2021,197,2,13,Vastervik,Mono,Low,22,30
2021,198,2,13,Vastervik,Mono,Low,21,25
2021,199,2,13,Vastervik,Mono,Low,13,26
2021,200,2,13,Vastervik,Mono,Low,29,23
2021,201,2,13,Vastervik,Mono,Low,34,25
2021,202,2,13,Vastervik,Mono,Low,23,26
2021,203,2,13,Vastervik,Mono,Low,21,25
2021,204,2,13,Vastervik,Mono,Low,36,28
2021,205,2,13,Vastervik,Mono,Low,25,25
2021,206,2,13,Vastervik,Mono,Low,26,23
2021,207,2,13,Vastervik,Mono,Low,27,25
2021,208,2,13,Vastervik,Mono,Low,34,23
2021,209,2,14,Jm-0,Poly,Low,37,29
2021,210,2,14,Vastervik,Poly,Low,21,28
2021,211,2,14,Jm-0,Poly,Low,7,30
2021,212,2,14,Vastervik,Poly,Low,14,29
2021,213,2,14,Vastervik,Poly,Low,21,28
2021,214,2,14,Jm-0,Poly,Low,22,26
2021,215,2,14,Vastervik,Poly,Low,26,30
2021,216,2,14,Jm-0,Poly,Low,24,30
2021,217,2,14,Jm-0,Poly,Low,28,27
2021,218,2,14,Vastervik,Poly,Low,21,30
2021,219,2,14,Jm-0,Poly,Low,26,28
2021,220,2,14,Vastervik,Poly,Low,17,30
2021,221,2,14,Vastervik,Poly,Low,22,25
2021,222,2,14,Jm-0,Poly,Low,31,30
2021,223,2,14,Vastervik,Poly,Low,22,30
2021,224,2,14,Jm-0,Poly,Low,36,31
2021,225,2,15,Jm-0,Mono,Low,45,30
2021,226,2,15,Jm-0,Mono,Low,47,31
2021,227,2,15,Jm-0,Mono,Low,38,33
2021,228,2,15,Jm-0,Mono,Low,19,26
2021,229,2,15,Jm-0,Mono,Low,29,32
2021,230,2,15,Jm-0,Mono,Low,30,30
2021,231,2,15,Jm-0,Mono,Low,22,28
2021,232,2,15,Jm-0,Mono,Low,37,30
2021,233,2,15,Jm-0,Mono,Low,40,30
2021,234,2,15,Jm-0,Mono,Low,35,31
2021,235,2,15,Jm-0,Mono,Low,27,27
2021,236,2,15,Jm-0,Mono,Low,33,29
2021,237,2,15,Jm-0,Mono,Low,45,29
2021,238,2,15,Jm-0,Mono,Low,40,27
2021,239,2,15,Jm-0,Mono,Low,35,30
2021,240,2,15,Jm-0,Mono,Low,27,34
2021,241,2,16,Bla-1,Mono,Low,25,32
2021,242,2,16,Bla-1,Mono,Low,30,37
2021,243,2,16,Bla-1,Mono,Low,22,38
2021,244,2,16,Bla-1,Mono,Low,17,33
2021,245,2,16,Bla-1,Mono,Low,18,33
2021,246,2,16,Bla-1,Mono,Low,4,32
2021,247,2,16,Bla-1,Mono,Low,21,36
2021,248,2,16,Bla-1,Mono,Low,22,40
2021,249,2,16,Bla-1,Mono,Low,24,35
2021,250,2,16,Bla-1,Mono,Low,18,43
2021,251,2,16,Bla-1,Mono,Low,23,42
2021,252,2,16,Bla-1,Mono,Low,18,41
2021,253,2,16,Bla-1,Mono,Low,44,30
2021,254,2,16,Bla-1,Mono,Low,37,40
2021,255,2,16,Bla-1,Mono,Low,52,39
2021,256,2,16,Bla-1,Mono,Low,32,36
2021,257,2,17,Bro1-6,Poly,Low,37,28
2021,258,2,17,Bla-1,Poly,Low,28,35
2021,259,2,17,Bro1-6,Poly,Low,24,30
2021,260,2,17,Bla-1,Poly,Low,34,32
2021,261,2,17,Bla-1,Poly,Low,43,32
2021,262,2,17,Bro1-6,Poly,Low,31,31
2021,263,2,17,Bla-1,Poly,Low,21,33
2021,264,2,17,Bro1-6,Poly,Low,29,29
2021,265,2,17,Bro1-6,Poly,Low,27,33
2021,266,2,17,Bla-1,Poly,Low,32,34
2021,267,2,17,Bro1-6,Poly,Low,30,24
2021,268,2,17,Bla-1,Poly,Low,23,40
2021,269,2,17,Bla-1,Poly,Low,24,41
2021,270,2,17,Bro1-6,Poly,Low,22,32
2021,271,2,17,Bla-1,Poly,Low,33,36
2021,272,2,17,Bro1-6,Poly,Low,29,26
2021,273,2,18,Bro1-6,Mono,Low,28,33
2021,274,2,18,Bro1-6,Mono,Low,16,33
2021,275,2,18,Bro1-6,Mono,Low,11,34
2021,276,2,18,Bro1-6,Mono,Low,19,29
2021,277,2,18,Bro1-6,Mono,Low,12,40
2021,278,2,18,Bro1-6,Mono,Low,16,31
2021,279,2,18,Bro1-6,Mono,Low,11,32
2021,280,2,18,Bro1-6,Mono,Low,19,30
2021,281,2,18,Bro1-6,Mono,Low,22,35
2021,282,2,18,Bro1-6,Mono,Low,17,31
2021,283,2,18,Bro1-6,Mono,Low,25,33
2021,284,2,18,Bro1-6,Mono,Low,30,41
2021,285,2,18,Bro1-6,Mono,Low,11,30
2021,286,2,18,Bro1-6,Mono,Low,16,32
2021,287,2,18,Bro1-6,Mono,Low,22,33
2021,288,2,18,Bro1-6,Mono,Low,27,27
2021,289,3,19,Bg-2,Mono,Low,30,24
2021,290,3,19,Bg-2,Mono,Low,20,25
2021,291,3,19,Bg-2,Mono,Low,24,25
2021,292,3,19,Bg-2,Mono,Low,43,26
2021,293,3,19,Bg-2,Mono,Low,31,26
2021,294,3,19,Bg-2,Mono,Low,36,27
2021,295,3,19,Bg-2,Mono,Low,20,28
2021,296,3,19,Bg-2,Mono,Low,37,26
2021,297,3,19,Bg-2,Mono,Low,24,25
2021,298,3,19,Bg-2,Mono,Low,20,28
2021,299,3,19,Bg-2,Mono,Low,24,30
2021,300,3,19,Bg-2,Mono,Low,44,25
2021,301,3,19,Bg-2,Mono,Low,23,25
2021,302,3,19,Bg-2,Mono,Low,34,25
2021,303,3,19,Bg-2,Mono,Low,20,39
2021,304,3,19,Bg-2,Mono,Low,35,21
2021,305,3,20,Uod-1,Poly,Low,73,25
2021,306,3,20,Bg-2,Poly,Low,17,22
2021,307,3,20,Uod-1,Poly,Low,31,26
2021,308,3,20,Bg-2,Poly,Low,19,45
2021,309,3,20,Bg-2,Poly,Low,30,22
2021,310,3,20,Uod-1,Poly,Low,31,40
2021,311,3,20,Bg-2,Poly,Low,18,26
2021,312,3,20,Uod-1,Poly,Low,23,20
2021,313,3,20,Uod-1,Poly,Low,37,35
2021,314,3,20,Bg-2,Poly,Low,16,26
2021,315,3,20,Uod-1,Poly,Low,29,31
2021,316,3,20,Bg-2,Poly,Low,18,29
2021,317,3,20,Bg-2,Poly,Low,25,35
2021,318,3,20,Uod-1,Poly,Low,24,35
2021,319,3,20,Bg-2,Poly,Low,24,30
2021,320,3,20,Uod-1,Poly,Low,59,33
2021,321,3,21,Uod-1,Mono,Low,23,40
2021,322,3,21,Uod-1,Mono,Low,27,30
2021,323,3,21,Uod-1,Mono,Low,25,43
2021,324,3,21,Uod-1,Mono,Low,28,40
2021,325,3,21,Uod-1,Mono,Low,37,42
2021,326,3,21,Uod-1,Mono,Low,44,35
2021,327,3,21,Uod-1,Mono,Low,37,45
2021,328,3,21,Uod-1,Mono,Low,29,39
2021,329,3,21,Uod-1,Mono,Low,20,37
2021,330,3,21,Uod-1,Mono,Low,23,39
2021,331,3,21,Uod-1,Mono,Low,25,39
2021,332,3,21,Uod-1,Mono,Low,42,37
2021,333,3,21,Uod-1,Mono,Low,46,38
2021,334,3,21,Uod-1,Mono,Low,43,40
2021,335,3,21,Uod-1,Mono,Low,40,34
2021,336,3,21,Uod-1,Mono,Low,54,35
2021,337,3,22,Vastervik,Mono,Low,14,39
2021,338,3,22,Vastervik,Mono,Low,21,26
2021,339,3,22,Vastervik,Mono,Low,17,25
2021,340,3,22,Vastervik,Mono,Low,25,35
2021,341,3,22,Vastervik,Mono,Low,13,24
2021,342,3,22,Vastervik,Mono,Low,20,26
2021,343,3,22,Vastervik,Mono,Low,12,25
2021,344,3,22,Vastervik,Mono,Low,22,26
2021,345,3,22,Vastervik,Mono,Low,27,25
2021,346,3,22,Vastervik,Mono,Low,29,30
2021,347,3,22,Vastervik,Mono,Low,19,22
2021,348,3,22,Vastervik,Mono,Low,22,32
2021,349,3,22,Vastervik,Mono,Low,27,25
2021,350,3,22,Vastervik,Mono,Low,29,30
2021,351,3,22,Vastervik,Mono,Low,18,30
2021,352,3,22,Vastervik,Mono,Low,25,25
2021,353,3,23,Jm-0,Poly,Low,33,29
2021,354,3,23,Vastervik,Poly,Low,19,30
2021,355,3,23,Jm-0,Poly,Low,26,29
2021,356,3,23,Vastervik,Poly,Low,18,30
2021,357,3,23,Vastervik,Poly,Low,20,32
2021,358,3,23,Jm-0,Poly,Low,26,29
2021,359,3,23,Vastervik,Poly,Low,18,23
2021,360,3,23,Jm-0,Poly,Low,23,30
2021,361,3,23,Jm-0,Poly,Low,30,28
2021,362,3,23,Vastervik,Poly,Low,24,34
2021,363,3,23,Jm-0,Poly,Low,30,30
2021,364,3,23,Vastervik,Poly,Low,24,31
2021,365,3,23,Vastervik,Poly,Low,20,23
2021,366,3,23,Jm-0,Poly,Low,34,30
2021,367,3,23,Vastervik,Poly,Low,22,21
2021,368,3,23,Jm-0,Poly,Low,44,35
2021,369,3,24,Jm-0,Mono,Low,34,30
2021,370,3,24,Jm-0,Mono,Low,29,34
2021,371,3,24,Jm-0,Mono,Low,35,32
2021,372,3,24,Jm-0,Mono,Low,39,34
2021,373,3,24,Jm-0,Mono,Low,34,31
2021,374,3,24,Jm-0,Mono,Low,28,33
2021,375,3,24,Jm-0,Mono,Low,20,30
2021,376,3,24,Jm-0,Mono,Low,26,30
2021,377,3,24,Jm-0,Mono,Low,37,28
2021,378,3,24,Jm-0,Mono,Low,28,29
2021,379,3,24,Jm-0,Mono,Low,20,25
2021,380,3,24,Jm-0,Mono,Low,26,30
2021,381,3,24,Jm-0,Mono,Low,23,26
2021,382,3,24,Jm-0,Mono,Low,34,38
2021,383,3,24,Jm-0,Mono,Low,26,35
2021,384,3,24,Jm-0,Mono,Low,19,34
2021,385,3,25,Bla-1,Mono,Low,15,40
2021,386,3,25,Bla-1,Mono,Low,19,39
2021,387,3,25,Bla-1,Mono,Low,17,40
2021,388,3,25,Bla-1,Mono,Low,18,39
2021,389,3,25,Bla-1,Mono,Low,20,40
2021,390,3,25,Bla-1,Mono,Low,16,38
2021,391,3,25,Bla-1,Mono,Low,17,40
2021,392,3,25,Bla-1,Mono,Low,16,35
2021,393,3,25,Bla-1,Mono,Low,12,35
2021,394,3,25,Bla-1,Mono,Low,15,40
2021,395,3,25,Bla-1,Mono,Low,12,35
2021,396,3,25,Bla-1,Mono,Low,18,38
2021,397,3,25,Bla-1,Mono,Low,16,39
2021,398,3,25,Bla-1,Mono,Low,14,37
2021,399,3,25,Bla-1,Mono,Low,13,35
2021,400,3,25,Bla-1,Mono,Low,18,38
2021,401,3,26,Bro1-6,Poly,Low,6,33
2021,402,3,26,Bla-1,Poly,Low,13,35
2021,403,3,26,Bro1-6,Poly,Low,22,34
2021,404,3,26,Bla-1,Poly,Low,14,30
2021,405,3,26,Bla-1,Poly,Low,18,35
2021,406,3,26,Bro1-6,Poly,Low,15,30
2021,407,3,26,Bla-1,Poly,Low,16,35
2021,408,3,26,Bro1-6,Poly,Low,25,34
2021,409,3,26,Bro1-6,Poly,Low,21,28
2021,410,3,26,Bla-1,Poly,Low,25,40
2021,411,3,26,Bro1-6,Poly,Low,14,31
2021,412,3,26,Bla-1,Poly,Low,13,34
2021,413,3,26,Bla-1,Poly,Low,15,32
2021,414,3,26,Bro1-6,Poly,Low,20,35
2021,415,3,26,Bla-1,Poly,Low,17,35
2021,416,3,26,Bro1-6,Poly,Low,27,30
2021,417,3,27,Bro1-6,Mono,Low,41,35
2021,418,3,27,Bro1-6,Mono,Low,29,40
2021,419,3,27,Bro1-6,Mono,Low,25,30
2021,420,3,27,Bro1-6,Mono,Low,25,33
2021,421,3,27,Bro1-6,Mono,Low,20,38
2021,422,3,27,Bro1-6,Mono,Low,26,33
2021,423,3,27,Bro1-6,Mono,Low,26,35
2021,424,3,27,Bro1-6,Mono,Low,15,33
2021,425,3,27,Bro1-6,Mono,Low,27,30
2021,426,3,27,Bro1-6,Mono,Low,28,32
2021,427,3,27,Bro1-6,Mono,Low,20,40
2021,428,3,27,Bro1-6,Mono,Low,54,39
2021,429,3,27,Bro1-6,Mono,Low,38,42
2021,430,3,27,Bro1-6,Mono,Low,34,30
2021,431,3,27,Bro1-6,Mono,Low,60,28
2021,432,3,27,Bro1-6,Mono,Low,34,35
2021,433,4,28,Bg-2,Mono,High,57,38
2021,434,4,28,Bg-2,Mono,High,44,29
2021,435,4,28,Bg-2,Mono,High,40,35
2021,436,4,28,Bg-2,Mono,High,25,40
2021,437,4,29,Bg-2,Mono,High,32,29
2021,438,4,29,Bg-2,Mono,High,16,21
2021,439,4,29,Bg-2,Mono,High,70,30
2021,440,4,29,Bg-2,Mono,High,54,23
2021,441,4,28,Bg-2,Mono,High,26,26
2021,442,4,28,Bg-2,Mono,High,31,25
2021,443,4,28,Bg-2,Mono,High,38,30
2021,444,4,28,Bg-2,Mono,High,36,28
2021,445,4,29,Bg-2,Mono,High,27,30
2021,446,4,29,Bg-2,Mono,High,25,28
2021,447,4,29,Bg-2,Mono,High,30,20
2021,448,4,29,Bg-2,Mono,High,38,32
2021,449,4,28,Bg-2,Mono,High,54,30
2021,450,4,28,Bg-2,Mono,High,27,31
2021,451,4,28,Bg-2,Mono,High,22,26
2021,452,4,28,Bg-2,Mono,High,21,29
2021,453,4,29,Bg-2,Mono,High,19,25
2021,454,4,29,Bg-2,Mono,High,19,24
2021,455,4,29,Bg-2,Mono,High,27,30
2021,456,4,29,Bg-2,Mono,High,16,24
2021,457,4,28,Bg-2,Mono,High,34,35
2021,458,4,28,Bg-2,Mono,High,23,30
2021,459,4,28,Bg-2,Mono,High,22,37
2021,460,4,28,Bg-2,Mono,High,21,30
2021,461,4,29,Bg-2,Mono,High,18,31
2021,462,4,29,Bg-2,Mono,High,18,28
2021,463,4,29,Bg-2,Mono,High,19,20
2021,464,4,29,Bg-2,Mono,High,24,22
2021,465,4,30,Bg-2,Mono,High,25,30
2021,466,4,30,Bg-2,Mono,High,28,32
2021,467,4,30,Bg-2,Mono,High,19,30
2021,468,4,30,Bg-2,Mono,High,22,25
2021,469,4,31,Bg-2,Mono,High,34,30
2021,470,4,31,Bg-2,Mono,High,12,28
2021,471,4,31,Bg-2,Mono,High,20,30
2021,472,4,31,Bg-2,Mono,High,28,30
2021,473,4,30,Bg-2,Mono,High,43,31
2021,474,4,30,Bg-2,Mono,High,50,38
2021,475,4,30,Bg-2,Mono,High,16,29
2021,476,4,30,Bg-2,Mono,High,34,20
2021,477,4,31,Bg-2,Mono,High,32,33
2021,478,4,31,Bg-2,Mono,High,37,25
2021,479,4,31,Bg-2,Mono,High,18,30
2021,480,4,31,Bg-2,Mono,High,30,33
2021,481,4,30,Bg-2,Mono,High,24,28
2021,482,4,30,Bg-2,Mono,High,32,27
2021,483,4,30,Bg-2,Mono,High,23,30
2021,484,4,30,Bg-2,Mono,High,28,30
2021,485,4,31,Bg-2,Mono,High,28,31
2021,486,4,31,Bg-2,Mono,High,26,36
2021,487,4,31,Bg-2,Mono,High,54,30
2021,488,4,31,Bg-2,Mono,High,38,25
2021,489,4,30,Bg-2,Mono,High,43,30
2021,490,4,30,Bg-2,Mono,High,46,31
2021,491,4,30,Bg-2,Mono,High,49,30
2021,492,4,30,Bg-2,Mono,High,38,29
2021,493,4,31,Bg-2,Mono,High,23,29
2021,494,4,31,Bg-2,Mono,High,31,28
2021,495,4,31,Bg-2,Mono,High,28,28
2021,496,4,31,Bg-2,Mono,High,40,25
2021,497,4,32,Uod-1,Poly,High,15,33
2021,498,4,32,Bg-2,Poly,High,13,28
2021,499,4,32,Uod-1,Poly,High,18,35
2021,500,4,32,Bg-2,Poly,High,17,27
2021,501,4,33,Uod-1,Poly,High,31,35
2021,502,4,33,Bg-2,Poly,High,28,35
2021,503,4,33,Uod-1,Poly,High,35,39
2021,504,4,33,Bg-2,Poly,High,22,25
2021,505,4,32,Bg-2,Poly,High,18,30
2021,506,4,32,Uod-1,Poly,High,22,33
2021,507,4,32,Bg-2,Poly,High,17,24
2021,508,4,32,Uod-1,Poly,High,39,33
2021,509,4,33,Bg-2,Poly,High,24,35
2021,510,4,33,Uod-1,Poly,High,39,32
2021,511,4,33,Bg-2,Poly,High,15,30
2021,512,4,33,Uod-1,Poly,High,28,35
2021,513,4,32,Uod-1,Poly,High,27,41
2021,514,4,32,Bg-2,Poly,High,18,33
2021,515,4,32,Uod-1,Poly,High,30,36
2021,516,4,32,Bg-2,Poly,High,21,23
2021,517,4,33,Uod-1,Poly,High,15,39
2021,518,4,33,Bg-2,Poly,High,17,27
2021,519,4,33,Uod-1,Poly,High,27,39
2021,520,4,33,Bg-2,Poly,High,16,26
2021,521,4,32,Bg-2,Poly,High,16,24
2021,522,4,32,Uod-1,Poly,High,35,36
2021,523,4,32,Bg-2,Poly,High,19,26
2021,524,4,32,Uod-1,Poly,High,27,33
2021,525,4,33,Bg-2,Poly,High,15,22
2021,526,4,33,Uod-1,Poly,High,34,34
2021,527,4,33,Bg-2,Poly,High,31,29
2021,528,4,33,Uod-1,Poly,High,31,38
2021,529,4,34,Uod-1,Poly,High,45,39
2021,530,4,34,Bg-2,Poly,High,25,32
2021,531,4,34,Uod-1,Poly,High,25,35
2021,532,4,34,Bg-2,Poly,High,15,31
2021,533,4,35,Uod-1,Poly,High,13,32
2021,534,4,35,Bg-2,Poly,High,27,31
2021,535,4,35,Uod-1,Poly,High,21,32
2021,536,4,35,Bg-2,Poly,High,14,29
2021,537,4,34,Bg-2,Poly,High,16,29
2021,538,4,34,Uod-1,Poly,High,39,33
