"chewer_self","chewer_bothS1","chewer_bothS2","richness_self","richness_bothS1","richness_bothS2","Score_self","Score_bothS1","Score_bothS2","sucker_self","sucker_bothS1","sucker_bothS2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0876188208977747,0.0876047280618973,0.0876047280618973,0.0760344794377686,0.0760344794377686,0.0760344794377686,0.112798733627886,0.112798733627886,0.124482977404015,0.207452848826441,0.207465238881716,0.207465238881716
0.0853588004423846,0.0853752640133086,0.0853752640133086,0.0692651446591085,0.0692651446591085,0.0692651446591085,0.112825656587127,0.112825656587127,0.124499200008822,0.205288968064008,0.205352545699372,0.205352545699372
0.0895228111483463,0.0895228111483463,0.0895228111483463,0.0682513513295661,0.0682012440281418,0.0967707723363205,0.107795092667347,0.1094321794312,0.123636108093548,0.203180358083449,0.203266806264107,0.203266806264107
0.0841314604584317,0.0841370728994518,0.0841370728994518,0.103291563180232,0.103263180414596,0.104902402652206,0.100363302490899,0.108664874673553,0.12053404158936,0.202945091137779,0.202881772985046,0.202881772985046
0.10113049769749,0.101165415236133,0.101165415236133,0.111665400620937,0.111661261621444,0.0918339694873836,0.11789466533822,0.127217790553858,0.132217115887962,0.211148836099866,0.202524347269313,0.211202759699127
0.111809665346185,0.11310878483045,0.111778497913312,0.102340098877955,0.102108222914827,0.0907545865335962,0.123369783878051,0.133418279551042,0.138559580035628,0.200675075390586,0.186985830942661,0.200620377686872
0.117854163594776,0.118236798715858,0.117427770841086,0.102228456823958,0.101353055605329,0.0930569109018132,0.128941094005433,0.136602623006411,0.139776077348301,0.180662042820104,0.16259942879875,0.178920591457682
0.121889232928204,0.122738825120454,0.118204095265818,0.106997993372131,0.105461552278994,0.0997690439589826,0.134053194567872,0.139425653454086,0.138886364553389,0.163353927964162,0.146254244366652,0.14897370284383
0.127153137760654,0.126053371132684,0.120521790488114,0.116356223545956,0.109626130522096,0.107586783782757,0.136989733920661,0.139040284394677,0.139301762009916,0.156822367153803,0.127096570417078,0.120958864956389
0.129097318822475,0.125449354700886,0.121120582820011,0.119821476903342,0.114278974484401,0.110798320860674,0.1389018012148,0.14137427697809,0.140433618687974,0.15650460461105,0.116567804292246,0.110301723092166
0.130077741925949,0.124649807489484,0.122013937867042,0.125222688580596,0.115929063362835,0.112881140700157,0.138396179654096,0.14375740946391,0.141951566662559,0.15700816532574,0.10986587870614,0.104127306711474
0.133274580080911,0.126666356503295,0.120554013493542,0.128367537148935,0.113500097644187,0.115345579357389,0.138585183560207,0.144454896071905,0.142519272816033,0.156682418623748,0.104134083359447,0.0968066301916894
0.134102011317449,0.12894202292627,0.118340931925074,0.132513060249868,0.110064917160993,0.115907424036949,0.140531358766779,0.145768589833714,0.144885710513077,0.15428928372749,0.100453105970275,0.0862338588608824
0.133612416077318,0.127737632541502,0.116323382886956,0.135603907016156,0.104530360948421,0.115421219773806,0.142041540740511,0.146598106942637,0.143966886006619,0.152014199809676,0.0908284066746883,0.0696746969651574
0.131132661326042,0.127955221163499,0.113638039839801,0.139318704308802,0.0956308478930162,0.116048399106106,0.14213687604015,0.14931749636381,0.143159702691668,0.150368595144008,0.0749364981495867,0.0531008121599225
0.130804040406293,0.125111290928424,0.115121575898313,0.143377286326595,0.0887413476512303,0.112484438244467,0.14023372567626,0.147886883523859,0.141389721741085,0.150553157231968,0.0650491477041569,0.0395185670089718
0.129838822501468,0.119879913775684,0.115633838349255,0.145661471375403,0.0850003554367368,0.107344445555501,0.138719277773864,0.143560710962528,0.139980748236337,0.152490898402435,0.0560019475893321,0.0261056353173863
0.129534648441611,0.113166500600891,0.117099373970253,0.146519655384668,0.0824492483626042,0.101540772797118,0.138325686322644,0.139039701049312,0.138774917810337,0.154294093714486,0.0476037222140786,0.0133131214767375
0.128551763440706,0.108069932280341,0.118882389530072,0.146935969353298,0.0812961695210872,0.0956134030962812,0.137206691020966,0.134526941306257,0.13745664062066,0.155521067675202,0.0396450173563106,0.00370381178845048
0.127874913656006,0.104377814762741,0.116571388914938,0.14783732090158,0.0836272721523189,0.0911338681894385,0.137849232051254,0.130726890707385,0.134833642076453,0.151968707351844,0.0346293109932949,-0.00172424715714366
0.127204952927638,0.102248012996232,0.115005045288167,0.147331725304688,0.0830547050340016,0.0875037948815742,0.138002624103879,0.127035120119585,0.130775308372674,0.148993429531145,0.0255250248802756,-0.00802681914855767
0.127709131848771,0.100979621055856,0.114223331843562,0.146768380594836,0.0842793686544777,0.086703112045441,0.138928532089767,0.127664299763182,0.128124170359197,0.145330314036029,0.0152496007634217,-0.0108647571833724
0.127706687344911,0.0979585198478349,0.112389648385553,0.146399289807863,0.0844280105451295,0.085626173630438,0.139403653000323,0.129972208475278,0.124401371353652,0.143674820065397,0.0116902679416911,-0.0120339784310634
0.128080140866437,0.0956191018753282,0.111539266605243,0.145670691760786,0.0823724412559602,0.0806921573233048,0.139883246225343,0.131368653943854,0.122666641130121,0.141070281778753,0.00685554224935023,-0.0122752119144311
0.128132753256334,0.0921939352906245,0.109943477818341,0.144415194184298,0.0811468887286441,0.0776249287151952,0.139705020327183,0.132062196026048,0.12174023313392,0.138852565182039,0.00141909402324285,-0.0114084492304099
0.126914945878789,0.0903255843233277,0.110027952093777,0.143576677250787,0.0779876027059166,0.0757986140557305,0.139318817917253,0.132357146553894,0.122333800931905,0.136262610945706,-0.00484980972981997,-0.0106326352364562
0.126664439790041,0.0879615824199559,0.109509772832355,0.141892004340609,0.076136370876593,0.0756342496253461,0.137806814509719,0.132142086562692,0.122154102781158,0.135088195011075,-0.0113413349863039,-0.0089258611172027
0.125231627186625,0.0875096825472848,0.108062404319591,0.140021911019274,0.0757845859946616,0.0754459124886203,0.136770293131301,0.131217900834548,0.121353975167287,0.132756752842479,-0.0174400363496161,-0.00933093558224973
0.125368491624334,0.0874402364148974,0.107967207561314,0.139180866256937,0.0737609340167162,0.0760488691095302,0.135252206264962,0.128419259778797,0.12085804827205,0.13168375830902,-0.0210950680831618,-0.0112401635968031
0.124415190675826,0.089021413735546,0.107080630456804,0.138232735998718,0.075313215364411,0.0764491271925805,0.134114377241501,0.125884568611499,0.119776053733518,0.130036348072074,-0.024392472010987,-0.0152032097089279
0.12399106925611,0.0912843020701618,0.105108860309156,0.138493519042904,0.0767114658237366,0.0770667229980117,0.133191302647385,0.123365433320599,0.116196091007327,0.128898433841397,-0.0292520599750475,-0.0191899513716414
0.12366900587255,0.0938701982557378,0.103837968308014,0.138407350636101,0.0778995731504175,0.0787388956557521,0.132530566797381,0.121296057306056,0.114085019688367,0.127518036068999,-0.0320286340341876,-0.0240327329956009
0.123550197429262,0.0960760296479841,0.102463879354145,0.137223104498507,0.0796166911602555,0.0797118597488134,0.132060862665214,0.118304801166477,0.110628976184698,0.12688789554197,-0.0335842066506808,-0.0287617315302152
0.123163021351976,0.0969515231497652,0.101759945577813,0.13678720680684,0.0802067586319854,0.0796512474136607,0.131614520125995,0.116770630635077,0.109594982636194,0.125189260691559,-0.0338921654711108,-0.032376816954562
0.123896650294516,0.0979499363058719,0.101517634132687,0.136832041045583,0.0803821232845148,0.0789112880260353,0.131468822676517,0.11551021574993,0.108066284439883,0.123179250194549,-0.033614374725639,-0.034326185731836
0.123285802114037,0.0986248415988652,0.100479886687197,0.135709685046723,0.0811142491806127,0.0784923628993448,0.130627694216998,0.11461122498588,0.106593031831591,0.120990842480796,-0.034661201370875,-0.0359225935879135
0.123641560761031,0.098172413935588,0.099015267755147,0.134539550305214,0.0802033418963191,0.0775483160569224,0.129478698296552,0.113034720247996,0.105434535715202,0.119030556527225,-0.033664988199464,-0.0374881666712437
0.122364168601898,0.0975807051091947,0.0969390228459354,0.134395019608697,0.0786615607606718,0.07694585944611,0.128885130498566,0.110825980247938,0.103126126992794,0.118306133821184,-0.0328375051268525,-0.0378305715441123
0.122378030049922,0.0973224766105255,0.0958827471723236,0.134054540510637,0.0789214826763565,0.0778360996463735,0.12761460429376,0.109645067002525,0.102592921550902,0.116610971355091,-0.0326336067196761,-0.0407869317737217
0.122485393770593,0.096924522493493,0.0950368377229396,0.133754006663699,0.0797890279738612,0.0783112759090329,0.127231401945706,0.109196029963287,0.101090612787767,0.115670566344445,-0.0322053089483077,-0.0420895481373882
0.122218915071396,0.0962832013501221,0.0933930477693306,0.133149605569174,0.0807341303931562,0.0790148456728957,0.126729502705066,0.108428653024904,0.100590491361572,0.114177496645683,-0.0328862574026828,-0.044349348072727
0.1219778258782,0.0957304101363187,0.0924874702029994,0.132881266816848,0.0802162588238379,0.079425770638026,0.126078350386057,0.107858002366255,0.0998967548309229,0.112718622987689,-0.0327588625668094,-0.0454319819450544
0.121723875261286,0.0950273652704819,0.0923115492604357,0.133166217015747,0.0799295308112593,0.0807811591206601,0.125337140654043,0.10718476625843,0.098922679184902,0.111818692088658,-0.0331724096495933,-0.0468230191030046
0.121577316143496,0.0935696909516711,0.0914550284420229,0.133002519265493,0.0801448407149114,0.082446942760488,0.124259423981521,0.107111153629047,0.0979423811883219,0.11091217754896,-0.0335695392993198,-0.0479970461305922
0.12210510674964,0.0925281100796725,0.0912324674769479,0.132695374173933,0.0809944689839222,0.0832581813653462,0.123422767836466,0.107062930412213,0.095903505802859,0.111142077169912,-0.034599365150933,-0.0477654242070177
0.122421364436532,0.0917888421111825,0.0921215168637709,0.132338394742655,0.0812269181225831,0.0838796661382024,0.12261775123287,0.106527336032161,0.094677980526205,0.109993079088492,-0.0344909434229754,-0.0485243763027213
0.122373002149937,0.0906476754853403,0.0914725288673845,0.132692513005041,0.0809846354520047,0.0844929563011273,0.122102740610694,0.106518641408388,0.0940374117588166,0.108542816943607,-0.0345827532643538,-0.0495673416565953
0.122201220196864,0.0895107867412532,0.0912757463066517,0.132348811619686,0.0806543787826046,0.084808796012716,0.121885097232876,0.10548173113306,0.0927060509659549,0.107568327008492,-0.0341538443533453,-0.0501073668657926
0.122612674642033,0.0888511040404792,0.0919354012289728,0.132193252922686,0.0803828177429836,0.0848956310996489,0.121595730153523,0.104417931414243,0.0913401339048091,0.106782095861583,-0.0331432694003933,-0.0513639255238598
