,0
19,0.18583329977391674
20,0.17738688949556822
20,0.16932438160003796
20,0.1616283271315357
20,0.15428207021624146
21,0.14726971201550598
23,0.14057607631743402
24,0.13418667669238282
26,0.1280876851412945
27,0.12226590216900962
29,0.11670872821779493
29,0.1114041363992616
31,0.1063406464656596
35,0.1015072999642171
37,0.09689363652075328
45,0.09248967120123777
51,0.08828587290230198
56,0.0842731437239352
61,0.08044279927972327
63,0.07678654990201755
69,0.07329648270135776
70,0.06996504444132187
78,0.06678502519174043
79,0.06374954272489752
82,0.06085202762094859
94,0.058086209050319776
103,0.0554461012023194
120,0.052925990330589846
130,0.05052042238736369
140,0.04822419121976198
160,0.04603232730258897
177,0.04394008698323871
182,0.041942942215437255
197,0.04003657075960212
222,0.03821684682861052
264,0.03647983215873188
294,0.034821767486400264
338,0.0332390644123806
357,0.031728297635721193
404,0.030286197540684984
436,0.028909643120616287
491,0.027595655223428685
536,0.02634139010409593
563,0.02514413327019208
594,0.02400129360716132
619,0.022910397770603386
660,0.021869084833438187
704,0.02087510117636514
748,0.019926295610558982
791,0.019020614722046556
832,0.018156098427688897
867,0.017330875733150793
926,0.01654316068367712
941,0.015791248498912724
990,0.015073511883400647
1000,0.014388397504773902
1038,0.013734422632018914
1084,0.01311017192653502
1120,0.012514294379045308
1119,0.011945500385729564
1153,0.011402558957251499
1200,0.010884295054639991
1196,0.010389587046258636
1222,0.009917364280359964
1254,0.009466604767970805
1294,0.009036332971094092
1299,0.008625617691440312
1333,0.008233570055119361
1376,0.007859341588931278
1406,0.007502122384092519
1434,0.007161139343423713
1486,0.006835654508205445
1498,0.006524963461081015
1522,0.006228393801549743
1543,0.005945303690751441
1604,0.0056750804623926935
1618,0.005417139296808674
1637,0.005170921955290892
1678,0.0049358955719417145
1684,0.004711551500440944
1724,0.004497404213228652
1709,0.00429299025072184
1744,0.004097867218290832
1810,0.003911612828824637
1804,0.0037338239888131883
1841,0.003564115925968562
1903,0.0034021213564971544
1898,0.0032474896902206242
1917,0.0030998862718253145
1953,0.002958991656598061
1945,0.0028245009190809227
1911,0.0026961229931486267
2008,0.002573580042080506
2068,0.002456606857263645
2132,0.002344950284225891
2162,0.002238368674756553
2228,0.0021366313639290626
2219,0.002039518170893756
2337,0.0019468189223604015
2404,0.0018583329977391763
