,0
19,0.11805429101871054
20,0.1126885412942171
20,0.1075666731758683
21,0.10267760186827299
23,0.09801074639709824
28,0.09355600670962454
32,0.08930374181611629
34,0.0852447489247007
37,0.0813702435245986
43,0.07767184037460319
50,0.0741415353556618
56,0.07077168814828577
63,0.0675550056972988
79,0.06448452642813798
92,0.06155360518054836
96,0.05875589882706431
108,0.05608535254515311
123,0.053536186713310764
146,0.05110288440275057
163,0.048780179437613674
194,0.046563044997861465
219,0.0444466827401842
253,0.04242651241338101
274,0.04049816194573698
294,0.03865745798294425
318,0.03690041685608913
358,0.03522323596015821
402,0.03362228552440463
456,0.032094100756763964
504,0.03063537434531844
537,0.029242949300581265
597,0.027913812123110105
634,0.026645086281663146
683,0.025434025987782966
705,0.024278010253335206
748,0.023174537218141306
794,0.022121218735429018
835,0.02111577520338262
870,0.020156030631607105
910,0.01923990793182921
952,0.018365424422643356
1004,0.01753068753857377
1010,0.016733890734166437
1049,0.01597330957424634
1084,0.015247298001878542
1115,0.014554284775956227
1142,0.013892770070705846
1163,0.013261322229749985
1174,0.012658574667703119
1216,0.012083222912594602
1260,0.011534021782718088
1302,0.011009782691797526
1322,0.010509371076637502
1359,0.010031703941690845
1397,0.009575747515229435
1415,0.00914051501204565
1443,0.0087250644978425
1480,0.008328496850690517
1546,0.007949953815139578
1561,0.007588616144774346
1596,0.007243701829193428
1641,0.006914464401575091
1659,0.006600191323166696
1697,0.006300202441201598
1729,0.006013848516906104
1757,0.005740509820410782
1790,0.005479594789525214
1794,0.005230538749473521
1812,0.0049928026908198685
1807,0.004765872102939158
1837,0.004549255860508262
1846,0.004342485160607966
1842,0.004145112508135251
1885,0.003956710747330168
1913,0.0037768721373213033
1957,0.0036052074696891327
2007,0.003441345226137478
2041,0.0032849307744500997
2072,0.003135625600992306
2109,0.0029931065780965417
2109,0.0028570652647464372
2117,0.002727207239045846
2166,0.002603251461028194
2189,0.0024849296644271273
2211,0.0023719857760921234
2226,0.0022641753617925592
2229,0.002161265097210837
2285,0.002063032262979693
2305,0.001969264262670837
2357,0.0018797581626917523
2426,0.001794320253094897
2467,0.0017127656283488053
2504,0.0016349177871637886
2642,0.0015606082505061755
2670,0.0014896761969743946
2691,0.0014219681147477786
2728,0.00135733746935483
2813,0.0012956443865419325
2873,0.0012367553495561704
2897,0.0011805429101871096
