,0
19,0.12602341863982455
20,0.12029545976589275
20,0.11482784546295868
26,0.1096087426684708
28,0.10462685615083292
34,0.09987140406415727
41,0.09533209461409174
43,0.09099910378422123
49,0.08686305407483844
52,0.08291499420807047
56,0.07914637975543858
59,0.07554905464592533
63,0.07211523351452859
67,0.06883748485310104
73,0.06570871492700998
82,0.06272215242280979
82,0.05987133379370141
89,0.057150089271063194
95,0.05455252951177941
99,0.05207303285246819
102,0.0497062331430245
106,0.047447008133147346
111,0.045290468386717284
119,0.043231946700032574
122,0.04126698800100276
125,0.03939133970743961
134,0.037600942523578505
147,0.03589192165491219
144,0.03426057842232389
145,0.032703382257371
153,0.0312169630613955
156,0.029798103911924556
164,0.028443734100576545
169,0.027150922487404923
172,0.025916871157297457
168,0.02473890936470189
174,0.023614487753573183
172,0.022541172840033062
178,0.021516641745801212
185,0.02053867717100014
190,0.019605162595453828
189,0.01871407769809477
189,0.01786349398456601
198,0.01705157061355544
195,0.01627655041282963
196,0.015536756076345061
198,0.01483058653420655
195,0.01415651348761664
198,0.013513078101316902
204,0.012898887846362877
210,0.012312613486399773
210,0.011752986200916587
214,0.011218794839252762
214,0.010708883299414473
214,0.010222148026027776
222,0.009757535622013626
224,0.009314040568815976
235,0.008890703050249001
241,0.008486606875253844
242,0.008100877495069266
246,0.0077326801105249525
249,0.007381217865361254
247,0.007045730121665342
245,0.006725490813691449
250,0.006419806876502516
253,0.006128016746032506
263,0.0058494889273232025
252,0.00558362062783685
255,0.005329836452886847
262,0.005087587160363124
265,0.004856348472057183
263,0.00463561993901424
264,0.004424923858456868
271,0.004223804239936132
270,0.0040318258184727455
280,0.003848573112552495
286,0.0036736495249372154
285,0.003506676484345299
298,0.0033472926261441513
297,0.0031951530102814368
296,0.003049928374762559
300,0.0029113044230587365
297,0.0027789811439034883
304,0.002652672162005413
304,0.0025321041182720778
304,0.002417016078203686
303,0.002307158967176167
304,0.0022022950313915213
305,0.002102197323328802
313,0.002006649210582147
307,0.0019154439070228758
307,0.0018283840252709997
316,0.0017452811495075845
309,0.0016659554277034566
305,0.00159023518238174
309,0.0015179565390718403
311,0.001448963071650764
314,0.0013831054638042276
313,0.0013202411858748756
316,0.0012602341863982521
