"chewer_self","chewer_bothS1","chewer_bothS2","Holes_self","Holes_bothS1","Holes_bothS2","richness_self","richness_bothS1","richness_bothS2","sucker_self","sucker_bothS1","sucker_bothS2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0482828591508418,0.0482828591508418,0.0482828591508418,0.0913624530579525,0.0915322704888256,0.0915322704888256,0.0518707783676434,0.0518962339038047,0.0677681359550879,0.302085866505401,0.302085866505401,0.302085866505401
0.0483153458876275,0.0482875862810904,0.0482875862810904,0.0914226636360458,0.0913352453061397,0.0913352453061397,0.0675965273090057,0.0778590776129775,0.0770852096505494,0.302159482443715,0.302078640851449,0.302078640851449
0.0729434517347315,0.0728567197251056,0.0728567197251056,0.0913334750101081,0.0914153513420704,0.0914153513420704,0.0893357550010254,0.0949622982144675,0.106287532853043,0.324312434522237,0.32432765718094,0.32432765718094
0.0750351509044026,0.075055711620293,0.075055711620293,0.0913269639608871,0.0913438959856912,0.0913438959856912,0.107472530422997,0.116500076229575,0.116844159014989,0.264333031595611,0.264328400734303,0.268057918273959
0.102800591196645,0.105454753557189,0.114221260440684,0.128239926832872,0.128195277192798,0.128195277192798,0.122805133551211,0.137213112274843,0.127934329503096,0.225924551613041,0.225924551613041,0.239611847489351
0.150330732577251,0.152808152774607,0.144163040418531,0.131165293361559,0.131031263927678,0.142109704151854,0.133615162948832,0.147835771960092,0.132642401512113,0.210599555557276,0.210599555557276,0.218305879995021
0.165699388753544,0.164510604218074,0.146522640252394,0.161045930564078,0.161070801430985,0.187993994063594,0.143805124409776,0.153157177906012,0.135649260263071,0.202982584544784,0.205267852655131,0.202349726207273
0.165586482392958,0.159348805636728,0.151536033769845,0.194681719777823,0.194605587698535,0.219281083905933,0.149657503370482,0.157564462089478,0.143800267102298,0.197291852153416,0.197402331630162,0.19481694507133
0.171583987605379,0.157646783600273,0.156501646699019,0.211878878023003,0.211899332518616,0.23659884116156,0.152719483594216,0.156159244985589,0.150150421105509,0.189371820240937,0.191168496877464,0.186685735102188
0.179267247489497,0.161224482585056,0.166371702529701,0.248817841323208,0.248816074180968,0.267814009641483,0.15317781889507,0.152356051231113,0.150804535224388,0.178695936674964,0.183236332718762,0.176393092216905
0.178867467293837,0.165338574745772,0.176184020650936,0.265419714728055,0.265400756446011,0.275985520085076,0.154999231894243,0.148830128730583,0.151205200512293,0.170380257106565,0.176097327202689,0.167330815478317
0.177714605752145,0.16912975712711,0.179388990267142,0.266423545696882,0.266327610426374,0.279901887803741,0.159311158785189,0.145539507880048,0.151793658538193,0.164869947247887,0.171062559093284,0.161189214007082
0.17536037516737,0.169304873322978,0.179653448686751,0.275587687213765,0.275561118048454,0.291799630844035,0.160881807627396,0.143902489425116,0.154393225221675,0.161267173899374,0.165428138717323,0.158408519906402
0.175590578383221,0.171909968867874,0.176885029167987,0.285417843946347,0.28543539391427,0.298480283744667,0.163388871477761,0.140297317437614,0.157445417941596,0.157727373384521,0.158606580173305,0.155880090967221
0.175344369009315,0.173189917713434,0.173287585857607,0.293040828124776,0.293264196022098,0.304758609687309,0.165132734157623,0.137840515374529,0.157055491434945,0.155535252681659,0.154163036233994,0.154140266779837
0.174776365350677,0.171956220205459,0.175327164496732,0.301008733270562,0.293962900489921,0.306939378801947,0.166063439939818,0.13258914939115,0.157518754302181,0.151967041325499,0.151292827592644,0.150582148748879
0.175760588126093,0.165587774641814,0.174163710570526,0.30753118282586,0.295833311031869,0.310314385095209,0.167639492156596,0.12688403591633,0.155858151308673,0.148609974176318,0.152026785654466,0.151339997745435
0.175225180467273,0.161769201681421,0.173309607067567,0.3070798283692,0.292671746360361,0.314177627844713,0.16890948908165,0.123460437689071,0.152483897101605,0.145562979414785,0.149922548247796,0.151618192897264
0.176530650807709,0.157765793287432,0.171502950300454,0.310219447169521,0.292445991072178,0.317972666336705,0.168630926431609,0.118612557622851,0.149073178615154,0.143686640455241,0.148417725217864,0.14838849875432
0.176108339733374,0.152510948077444,0.169723174362167,0.312367074745894,0.298244984153728,0.32218359107854,0.168606919764675,0.115657115884666,0.143523369666688,0.142750204172726,0.147676086713298,0.140220008052029
0.176835345512183,0.149120633277411,0.165659853324413,0.316558804864144,0.309748972819927,0.325131428703676,0.168799844008901,0.113698307810466,0.138101780407049,0.142596561333559,0.145466668022129,0.131695906053775
0.176451707488672,0.145492910803336,0.163003340972929,0.330470759282688,0.323694483599216,0.327683803974715,0.168464562946097,0.112249557862318,0.135281932773931,0.142652431456893,0.140972657456814,0.126936138575767
0.173656814941268,0.140504427080485,0.157704079526187,0.34309734964078,0.334240995954798,0.331731575432885,0.168802970489519,0.111283713235725,0.135447840147599,0.143765076127172,0.138069721973147,0.121424775205031
0.17218785071022,0.13761546862387,0.152586696961704,0.351165672709321,0.342997375937199,0.335052752356989,0.169626798132385,0.109961143967305,0.135694118463243,0.144350828831416,0.134745551587583,0.11583256327991
0.170932981576003,0.134755565930397,0.147129582860234,0.358195503459779,0.349144560758893,0.340605605210755,0.169450457828828,0.108653289547881,0.135417866713848,0.143991377314081,0.131886863610351,0.114156901375283
0.168981929560251,0.134022307215427,0.140704487054301,0.364703488337123,0.356563260527813,0.345488581470559,0.169314489905426,0.106658968731877,0.133931904849648,0.143106189295548,0.128444733858552,0.110802484998377
0.167203478972562,0.132242225427001,0.137173821024123,0.369500521523034,0.364739921312953,0.35021275429471,0.170066136626196,0.106029900441428,0.132316228023282,0.142796626671798,0.126310828192959,0.109610045285769
0.166672353215679,0.130458303520171,0.131094471807896,0.374158495493473,0.37345416214273,0.353072201648899,0.171153913996895,0.106690947191243,0.129948224806448,0.143052935960229,0.125006580265165,0.110662469847444
0.166347574352121,0.127915771320238,0.125252190432224,0.377065349641324,0.380827528339392,0.358301738455843,0.171125911605272,0.106577884136717,0.127077979665106,0.14241243461323,0.123317698483423,0.111310515700148
0.166416118766456,0.125092026909785,0.11966441035499,0.379982194847177,0.389088195564278,0.365398413539069,0.170714983304903,0.107059090284022,0.125493567644921,0.142179370558594,0.120814417896595,0.108665010985491
0.166181293826916,0.122435480574953,0.114515389292865,0.382996970568693,0.396307346055613,0.370252945870853,0.170375420322991,0.107888355284484,0.12277784540978,0.141544680520044,0.120160662688221,0.108385524431783
0.166644996619973,0.119678241577912,0.109663382698406,0.384190867935727,0.40138535182905,0.374531633088761,0.170244855773701,0.10649163405184,0.119485287500601,0.140949989955437,0.120142651030455,0.107457142418873
0.165556849794494,0.117043818403086,0.105651682367333,0.385330460168054,0.405192862150891,0.376506634002484,0.169457934195523,0.105180279333463,0.115654838991172,0.140039857490112,0.120389818552964,0.104550060855494
0.165626787526125,0.115241137687772,0.10193638480365,0.385264940581249,0.408354929790654,0.3800067324093,0.16865500639592,0.103507510252332,0.11302196849241,0.139371591002746,0.120001412446164,0.101646071859768
