,0
19,0.12369360743965631
22,0.11807154208045871
21,0.11270500826858466
22,0.10758239170083675
22,0.10269260596202262
25,0.09802506853163055
31,0.09356967788103847
33,0.08931679161169023
39,0.08525720558692555
40,0.08138213401230047
44,0.07768319042128798
56,0.07415236952520782
66,0.07078202988810514
77,0.06756487738908257
100,0.06449394943629481
119,0.06156259989844158
130,0.05876448472114739
155,0.05609354819709917
172,0.05354400986022721
210,0.05111035197556592
237,0.04878730759771957
262,0.04656984917208938
291,0.044453177654192315
323,0.0424327121235236
364,0.04050407986948535
410,0.0386631069279249
454,0.03690580904780218
471,0.035228383068435926
509,0.0336271986886674
548,0.03209879061012832
590,0.030639851037609356
625,0.029247222520298505
646,0.02791789111839617
674,0.026648979880318193
715,0.02543774261637
750,0.02428155795541695
783,0.02317792367168813
808,0.022124451269435692
840,0.0211188608137298
853,0.020158975996201863
878,0.01924271942505745
918,0.018368108129165284
944,0.01753324926649241
984,0.016736336027597564
1006,0.015975643725317106
1040,0.015249526062180756
1074,0.014556411567479057
1098,0.013894800196271604
1141,0.013263260082975608
1176,0.012660424442508877
1175,0.01208498861228061
1235,0.011535707228628294
1252,0.011011391531589903
1309,0.01051090679217833
1301,0.010033169856590213
1339,0.009577146802034224
1361,0.009141850699105588
1386,0.008726339475864148
1433,0.00832971387899336
1474,0.007951115527627771
1472,0.007589725055637034
1544,0.007244760338345984
1545,0.006915474799853026
1571,0.006601155797283512
1629,0.006301123078481295
1638,0.006014727309800585
1639,0.005741348670811933
1645,0.005480395512881003
1677,0.005231303078717003
1705,0.004993532280119616
1728,0.004766568531279229
1761,0.0045499206351054524
1825,0.004343119720173742
1861,0.004145718225989422
1884,0.0039572889343730405
1940,0.003777424044870739
1961,0.0036057342921886667
1988,0.0034418481037413427
2010,0.0032854107954907587
2043,0.0031360838043358328
2070,0.0029935439553909426
2083,0.002857482762567786
2110,0.0027276057609468742
2146,0.0026036318694937664
2182,0.0024852927827408405
2201,0.002372332390118064
2244,0.0022645062216760784
2300,0.0021615809190020214
2353,0.0020633337301830487
2378,0.0019695520277245343
2435,0.00188003284837964
2447,0.0017945824538943373
2516,0.0017130159117172469
2591,0.0016351566947668626
2603,0.0015608362993899743
2640,0.0014898938806844684
2685,0.00142217590439727
2734,0.001357535814644062
2741,0.001295833716731655
2815,0.0012369360743965697
