,0
19,0.127557722728601
21,0.12176002736588427
21,0.11622584620520751
21,0.11094320211939651
25,0.10590066236019187
31,0.10108731381538712
34,0.09649273939056828
39,0.09210699546433952
38,0.08792059036824383
45,0.08392446384480445
46,0.08010996743922999
59,0.07646884578234676
69,0.0729932187242509
79,0.06967556428001338
80,0.0665087023505292
78,0.06348577918327895
83,0.060600252539372915
98,0.05784587753477581
99,0.05521669312506971
96,0.0527070092045054
101,0.050311394291421715
106,0.048024663773381604
115,0.04584186868658491
119,0.04375828500527408
120,0.04176940341795305
128,0.03987091956829262
133,0.03805872473960184
136,0.0363288969627045
148,0.034677692527976374
157,0.033101537883173465
167,0.031597021899516464
167,0.030160888489293613
173,0.028790029559004893
165,0.027481478282796703
170,0.026232402681629303
175,0.02504009949428101
179,0.02390198832692471
183,0.022815606068615157
190,0.021778601560600973
187,0.020788730507924673
184,0.019843850622298282
188,0.0189419169857428
193,0.018080977624957372
192,0.017259169286840213
194,0.01647471340601865
202,0.015725912255661133
198,0.015011145273240756
207,0.014328865553298549
207,0.013677596499616045
214,0.013055928629551801
221,0.012462516523625726
223,0.011896075913749544
238,0.011355380903801643
243,0.01083926131653112
259,0.010346600161049102
259,0.009876331215426503
262,0.009427436719166465
263,0.008998945170557455
274,0.008589929224140083
279,0.008199503683737301
273,0.007826823586704465
277,0.0074710823752531874
276,0.00713151015089136
275,0.006807372008201551
278,0.00649796644435176
288,0.006202623840896359
282,0.005920705014581517
298,0.005651599834018768
299,0.005394725899232893
302,0.005149527281226383
300,0.004915473318832655
303,0.004692057470254135
316,0.004478796216799714
315,0.004275228016449028
320,0.004080912304978854
316,0.0038954285424898528
308,0.0037183753032701467
299,0.0035493694070259977
310,0.0033880450895993953
313,0.0032340532113778082
308,0.0030870605016829348
319,0.0029467488375031527
316,0.0028128145550086877
315,0.0026849677923594865
320,0.0025629318623834794
328,0.00244644265376759
341,0.002335248059465535
342,0.0022291074310853694
337,0.002127791058075965
352,0.0020310796705852634
354,0.0019387639649143895
354,0.0018506441505406087
370,0.0017665295177287888
364,0.0016862380247955895
377,0.0016095959041331294
377,0.0015364372861394878
378,0.0014666038402421449
377,0.0013999444322374583
380,0.0013363147972045935
390,0.0012755772272860164
