,0
19,0.13153249037653303
20,0.12555413568980708
20,0.11984750645021586
21,0.11440025231682276
29,0.10920058429074755
30,0.1042372492013036
37,0.09949950535177934
40,0.09497709927215688
44,0.09066024352845514
48,0.08653959554067289
53,0.08260623736348865
63,0.07885165638595923
68,0.07526772690844663
76,0.07184669255690213
82,0.06858114949644821
92,0.06546403040792916
98,0.062488589192752145
111,0.059648386372916924
127,0.056937275154636625
145,0.05434938812538858
173,0.05187912455560468
200,0.0495211382775195
208,0.047270326114943514
253,0.04512181683892092
301,0.04307096062536992
329,0.04111331899188949
372,0.03924465519195378
407,0.037460925045705314
429,0.03575826818750266
478,0.03413299971128062
516,0.03258160219564175
547,0.031100718091419656
578,0.029687142455239412
618,0.028337816013348793
665,0.0270498185407091
695,0.025820362541016533
724,0.024646787213976368
758,0.023526552696773766
802,0.02245723456727871
820,0.021436518597088686
858,0.020462195743053708
905,0.01953215736644427
930,0.01864439066941545
944,0.01779697433889082
977,0.016988074388438495
1011,0.016215940189140396
1049,0.015478900680864575
1078,0.014775360755741093
1116,0.01410379780601449
1147,0.013462758428801694
1179,0.012850855280623755
1246,0.012266764074903987
1266,0.011709220715934433
1272,0.01117701856310799
1316,0.0106690058194954
1342,0.010184083039115461
1359,0.009721200747503624
1398,0.009279357170429452
1421,0.008857596065847358
1470,0.008455004654388528
1495,0.008070711643915193
1515,0.007703885343861941
1544,0.007353731865283139
1536,0.00701949340271097
1577,0.006700446594105683
1617,0.006395900955348622
1649,0.006105197385889978
1698,0.005827706742317142
1725,0.005562828476756592
1760,0.0053099893371625064
1784,0.005068642126679267
1818,0.00483826451939285
1825,0.004618357929908155
1842,0.004408446434305773
1881,0.00420807574014294
1872,0.004016812203269549
1899,0.0038342418893313693
1932,0.003659969677929413
1967,0.0034936184074966315
1988,0.003334828059041284
2022,0.0031832549769904373
2049,0.0030385711254473243
2128,0.0029004633782529557
2138,0.0027686328413155286
2196,0.0026427942057410062
2224,0.002522675130364915
2309,0.0024080156523490206
2287,0.0022985676245672972
2340,0.002194094178563572
2377,0.002094369211918572
2435,0.001999176898916935
2382,0.0019083112234551515
2434,0.0018215755331795714
2504,0.0017387821138895173
2554,0.00165975178328444
2567,0.0015843135031758894
2613,0.0015123040093250489
2658,0.0014435674581047295
2767,0.001377955089221116
2856,0.0013153249037653363
